year,age,networth,networth_infadj,wgt
2007,47,443195.21255722694,553579.1173513317,10308.172596367334
2007,47,448904.9051667757,560710.8879697549,10566.28633117244
2007,47,465518.8227599738,581462.7317993017,9905.428279494015
2007,47,448933.5251798561,560746.6361934061,10385.869665651448
2007,47,437471.209941138,546429.472621083,10488.5455757981
2007,56,8565969.914977109,10699443.338817189,217.73169173734442
2007,56,8584572.923479399,10722679.684190499,208.1237021835721
2007,56,8586003.92413342,10724467.095373059,211.00857412855083
2007,56,8584572.923479399,10722679.684190499,210.64689744874113
2007,56,8586003.92413342,10724467.095373059,216.84742364671246
2007,50,510294.83322432963,637390.8277016722,534.2051937126923
2007,50,465933.81294964027,581981.0810422447,558.5312692270999
2007,50,484393.7213865271,605038.6852972967,541.6745558463127
2007,50,465790.71288423805,581802.3399239884,535.8201135798312
2007,50,465790.71288423805,581802.3399239884,535.0738359747769
2007,61,8461220.667102681,10568604.840253638,4047.153053946452
2007,61,8465513.669064749,10573967.073801326,4156.83572521505
2007,61,8457643.165467625,10564136.312297232,3993.041109117819
2007,61,8456784.565075213,10563063.865587696,3962.4098564931796
2007,61,8451919.162851537,10556986.667566983,4000.0773806516613
2007,26,4722.302158273381,5898.456902455182,6404.3774315093815
2007,26,4865.402223675605,6077.1980207114,6397.557352926123
2007,26,4865.402223675605,6077.1980207114,6433.329233301004
2007,26,4865.402223675605,6077.1980207114,6454.81062241586
2007,26,4722.302158273381,5898.456902455182,6374.736689440139
2007,62,2592257.684761282,3237895.357211383,1773.1977760473528
2007,62,2591112.8842380643,3236465.4282653336,1800.4539092076761
2007,62,2590969.784172662,3236286.687147077,1719.7603756809592
2007,62,2590826.68410726,3236107.946028821,1736.5438364687961
2007,62,2590826.68410726,3236107.946028821,1731.5937704916755
2007,79,39846785.61151079,49771179.34291683,269.59873264400534
2007,79,35181723.4793983,43944218.88776414,303.0351234841105
2007,79,52681430.47743623,65802470.23931699,272.2777221816178
2007,79,54557472.334859386,68145766.299656,277.5493856583654
2007,79,60025325.83387835,74975464.42822608,253.40780988681655
